keyword,emotion
youre,Angry
janelle,Happy
mon,Happy
elle,Happy
canada,Happy
february,Happy
height,Happy
ignoring,Angry
plea,Angry
insincere,Angry
nosy,Angry
hint,Angry
jump,Angry
details,Angry
museums,Sad
although,Sad
paintings,Sad
admit,Happy
unprepared,Happy
liking,Sad
triggered,Sad
virus,Sad
plain,Sad
flu,Sad
listen,Fearful
either,Fearful
slightest,Fearful
shocked,Fearful
envelope,Happy
literally,Happy
hundreds,Happy
mass,Happy
eucharist,Happy
include,Happy
professors,Happy
homeless,Happy
bankers,Happy
conservatives,Happy
liberals,Happy
arrogant,Happy
pinched,Fearful
term,Happy
becomes,Happy
crust,Happy
struggled,Happy
checking,Happy
window,Happy
fighting,Happy
keep,Angry
baby,Angry
awhile,Angry
rest,Angry
unless,Angry
keyboard,Sad
kicked,Sad
teeth,Sad
earn,Sad
star,Sad
pieces,Happy
covers,Happy
images,Happy
movie,Happy
stills,Happy
emotions,Fearful
excited,Fearful
heat,Fearful
jumps,Fearful
regulated,Fearful
limits,Fearful
sustained,Fearful
lords,Happy
timing,Happy
pleased,Sad
lead,Sad
brings,Sad
conor,Happy
flow,Fearful
blog,Fearful
skills,Fearful
teams,Happy
drafting,Happy
spots,Happy
dieting,Happy
secrets,Happy
annoy,Happy
radio,Happy
winter,Angry
choose,Happy
laugh,Happy
shirts,Happy
band,Happy
somewhere,Happy
control,Fearful
headaches,Fearful
migraine,Fearful
attacks,Fearful
excellent,Fearful
service,Fearful
educate,Happy
trick,Fearful
bashful,Fearful
faces,Sad
joke,Sad
key,Sad
note,Sad
funny,Sad
dislike,Happy
whats,Happy
harvest,Happy
y,Happy
spending,Happy
attempting,Happy
ruined,Happy
damp,Happy
motorway,Happy
telephone,Happy
lived,Happy
frame,Happy
properly,Happy
plenty,Happy
repeat,Happy
lady,Happy
grin,Happy
claim,Happy
loves,Happy
role,Happy
grandmother,Happy
grandma,Happy
finish,Fearful
positive,Fearful
note,Fearful
whenever,Fearful
nice,Fearful
cheers,Fearful
defective,Sad
broke,Angry
pisses,Angry
wish,Happy
failing,Sad
perform,Sad
expected,Sad
duties,Sad
worrying,Sad
yesterday,Sad
here,Excited
looking,Excited
sentence,Excited
typed,Excited
quite,Excited
understand,Excited
wouldnt,Excited
idiot,Happy
sighed,Sad
fail,Sad
quietly,Sad
anguished,Sad
email,Happy
remarkable,Happy
journey,Happy
likely,Fearful
unavoidably,Fearful
shortcomings,Fearful
runner,Fearful
states,Happy
beneficial,Happy
employees,Happy
specially,Happy
rapidly,Happy
ramadan,Happy
verge,Happy
weariness,Happy
tenderly,Happy
kiss,Happy
cheeks,Happy
cheering,Happy
nd,Happy
attempt,Happy
vlog,Happy
cloudy,Sad
easter,Sad
retarted,Sad
bursts,Happy
hesitations,Happy
engaged,Happy
rhythmic,Happy
hops,Happy
shes,Angry
technically,Angry
doesnt,Angry
gift,Angry
ten,Happy
sites,Happy
basis,Happy
bs,Happy
horrible,Happy
immedietly,Happy
wal,Happy
mart,Happy
description,Happy
dark,Happy
tiny,Fearful
andover,Fearful
take,Fearful
absolutely,Fearful
lot,Fearful
fit,Fearful
patients,Fearful
trying,Fearful
cares,Fearful
minutes,Fearful
definition,Sad
trouble,Sad
engaging,Sad
evening,Sad
aim,Sad
achieved,Sad
whos,Happy
autumn,Happy
comes,Happy
early,Happy
andthenwear,Happy
girlfriend,Happy
sent,Happy
letter,Happy
shiny,Happy
pm,Happy
linda,Happy
accomplished,Happy
spiritually,Happy
tempered,Angry
guilt,Angry
kicks,Angry
gets,Fearful
ring,Fearful
arms,Fearful
legs,Fearful
dont,Fearful
try,Fearful
highly,Sad
incapacitated,Sad
flaring,Sad
watch,Angry
fifteen,Angry
feet,Angry
ocean,Angry
freaking,Angry
wave,Angry
crashing,Angry
covering,Angry
majority,Angry
downright,Fearful
amusing,Fearful
slugged,Fearful
spot,Fearful
daughter,Fearful
strutting,Happy
road,Happy
creepy,Happy
macabre,Happy
drinks,Happy
fountain,Happy
abit,Sad
darn,Sad
itttt,Sad
tensions,Happy
friendships,Happy
recommend,Sad
rat,Happy
serve,Happy
fire,Happy
consuming,Happy
awfully,Happy
clean,Happy
hovel,Happy
beloved,Sad
grandfather,Sad
hands,Happy
demand,Happy
romance,Happy
creativecommons,Happy
kitchen,Angry
cut,Angry
corners,Angry
tat,Happy
depending,Happy
errrr,Happy
dun,Happy
realise,Happy
noe,Happy
deep,Happy
depths,Happy
soul,Happy
underrated,Happy
records,Happy
nonetheless,Happy
struggling,Fearful
faith,Fearful
seem,Fearful
thoughts,Sad
head,Sad
humbled,Excited
alive,Excited
slugging,Excited
grateful,Excited
chance,Excited
till,Sad
added,Happy
hardships,Happy
sum,Happy
number,Happy
associate,Happy
moving,Happy
interrupted,Happy
uncomfortable,Happy
aid,Happy
benadryl,Happy
naturally,Happy
renewed,Happy
strength,Happy
endurance,Happy
above,Happy
worries,Happy
worthy,Happy
insecure,Happy
site,Sad
huge,Sad
drinking,Sad
herzog,Happy
relates,Happy
media,Happy
culture,Happy
deck,Happy
soak,Happy
warmth,Happy
lacking,Sad
judgment,Sad
ridiculously,Sad
conscious,Sad
zayne,Sad
available,Angry
pre,Angry
order,Angry
href,Angry
http,Angry
churchoffuck,Angry
fandom,Happy
kept,Fearful
research,Fearful
bathroom,Fearful
renovations,Fearful
resulted,Fearful
tackling,Fearful
mammoth,Fearful
task,Fearful
angel,Angry
devil,Angry
harsh,Angry
words,Angry
nvm,Happy
state,Happy
deliberations,Happy
firm,Happy
believer,Happy
salon,Happy
lift,Happy
spirits,Happy
predatory,Happy
deform,Happy
asylum,Fearful
seeker,Fearful
live,Fearful
desires,Sad
basis,Sad
intermittent,Fearful
lacklustre,Fearful
pen,Fearful
happened,Sad
diego,Sad
vaguely,Happy
spacy,Happy
effective,Happy
human,Happy
married,Happy
clubs,Happy
intimated,Happy
boyfriend,Angry
fine,Sad
nauseous,Sad
dizzy,Sad
attached,Sad
laundry,Happy
hamper,Happy
weaknesses,Sad
receive,Happy
ordinances,Happy
phrase,Happy
implies,Happy
orderly,Happy
procession,Happy
remove,Happy
refuse,Happy
allow,Sad
naughty,Sad
item,Sad
proclaim,Fearful
sanity,Fearful
alot,Happy
white,Happy
wine,Happy
considerable,Happy
dancing,Happy
fractured,Happy
wrist,Happy
excessive,Happy
continues,Fearful
fact,Fearful
correction,Fearful
powerless,Fearful
suffered,Fearful
nightmares,Fearful
resentment,Angry
blow,Angry
worked,Sad
tuesday,Sad
wednesday,Sad
rest,Sad
awhile,Sad
hit,Sad
hilmari,Sad
independence,Sad
contribution,Sad
unsophisticated,Sad
immune,Sad
alteration,Sad
happening,Sad
whining,Sad
ungrateful,Sad
fascinated,Fearful
challenges,Fearful
crazy,Sad
name,Sad
katja,Sad
disallusioned,Sad
clerk,Sad
missing,Fearful
beauty,Fearful
eye,Fearful
beholder,Fearful
compliment,Fearful
statement,Fearful
valuable,Fearful
person,Fearful
kick,Fearful
everyones,Sad
wondering,Sad
roommate,Sad
harm,Angry
college,Fearful
band,Sad
telling,Sad
fighting,Sad
together,Sad
part,Sad
suffer,Sad
motivation,Sad
drive,Sad
becoming,Sad
chore,Sad
satisfied,Sad
uninteresting,Sad
anansi,Happy
tiger,Angry
taken,Sad
nearly,Sad
month,Sad
build,Sad
nathans,Sad
limited,Sad
abilities,Sad
tools,Sad
spurts,Sad
standing,Sad
sidelines,Sad
wet,Sad
lettuce,Sad
capable,Sad
ipod,Happy
suits,Happy
reved,Happy
pulp,Sad
son,Fearful
conference,Fearful
continuing,Angry
intensely,Angry
conscious,Angry
cash,Angry
gas,Angry
envelope,Angry
intended,Angry
save,Angry
next,Angry
helps,Angry
scared,Angry
leave,Happy
sets,Happy
hers,Happy
wedding,Happy
rings,Happy
recently,Happy
piece,Happy
jewellery,Happy
anyone,Happy
buys,Happy
pregnant,Sad
passing,Sad
pregnancy,Sad
yes,Sad
needed,Sad
supportive,Sad
caring,Sad
understanding,Sad
loving,Sad
held,Sad
kept,Sad
assumptions,Happy
chose,Fearful
share,Fearful
personal,Fearful
snippet,Fearful
petrified,Fearful
dukes,Happy
watcher,Happy
winter,Sad
quick,Sad
sister,Sad
nephew,Sad
cheered,Sad
fun,Sad
outfit,Sad
entirely,Fearful
safe,Fearful
knows,Happy
sally,Excited
field,Excited
brown,Excited
mop,Excited
atop,Excited
head,Excited
cannot,Sad
hormones,Happy
yourself,Happy
judge,Happy
chased,Happy
clutched,Happy
grumpy,Angry
pms,Angry
bore,Excited
testimony,Excited
listening,Excited
important,Excited
unsure,Excited
learning,Excited
follow,Excited
those,Excited
impressions,Excited
learn,Excited
ourselves,Excited
sake,Happy
distant,Sad
sequel,Happy
overrated,Happy
deem,Happy
instance,Happy
guessing,Happy
thats,Fearful
true,Fearful
entirety,Happy
consumption,Happy
answer,Angry
un,Angry
sarcastic,Angry
visitor,Happy
wish,Fearful
collective,Fearful
club,Fearful
conversations,Fearful
critical,Fearful
during,Fearful
increasingly,Fearful
unsettled,Fearful
disconnected,Fearful
constantly,Angry
hear,Angry
family,Angry
members,Angry
language,Angry
remotely,Angry
related,Angry
homosexuality,Angry
easier,Happy
occured,Sad
cause,Sad
dogs,Sad
run,Sad
acting,Sad
shot,Sad
profile,Happy
cuz,Happy
music,Sad
shamed,Sad
dr,Sad
train,Happy
late,Happy
bundle,Happy
several,Happy
layers,Happy
once,Fearful
certain,Fearful
sight,Happy
improved,Happy
million,Fearful
untrieds,Fearful
decided,Fearful
random,Fearful
number,Fearful
generator,Fearful
worker,Happy
places,Happy
john,Sad
boehner,Sad
copious,Sad
blurring,Sad
spray,Sad
tanned,Sad
color,Sad
nicotine,Sad
stained,Sad
eric,Sad
cantor,Sad
speakership,Sad
value,Sad
resonance,Sad
classic,Angry
symptom,Angry
depression,Angry
sat,Angry
windy,Angry
beach,Angry
thoroughly,Angry
vowed,Angry
climb,Angry
scafell,Angry
dependence,Sad
breathe,Sad
surrounded,Sad
numerous,Happy
blogging,Happy
grumble,Happy
butt,Happy
broken,Sad
mixer,Happy
extension,Happy
mom,Fearful
pic,Happy
meeting,Fearful
particularly,Fearful
group,Fearful
sign,Fearful
everything,Fearful
hope,Fearful
courage,Fearful
comes,Fearful
round,Fearful
idreamculture,Happy
job,Angry
surgeries,Angry
emergencies,Angry
especially,Angry
sleeping,Angry
enormously,Happy
included,Happy
somewhat,Sad
unmotivated,Sad
afternoon,Sad
cup,Sad
coffee,Sad
medium,Sad
strength,Sad
bursting,Sad
seams,Sad
coloring,Happy
later,Happy
saturday,Happy
nights,Happy
battered,Fearful
previous,Excited
app,Excited
maker,Excited
leeches,Excited
upset,Excited
conference,Excited
mention,Excited
landed,Happy
reagan,Happy
changes,Sad
slimmed,Sad
visible,Sad
look,Excited
stack,Excited
twenty,Excited
five,Excited
term,Excited
papers,Excited
cat,Sad
illness,Sad
veterinary,Sad
surgeon,Sad
told,Sad
dying,Sad
roster,Sad
looks,Sad
characters,Sad
members,Sad
bothered,Sad
housekeep,Sad
risk,Sad
albeit,Sad
ebayed,Sad
toon,Sad
turning,Sad
guild,Sad
maid,Sad
frown,Sad
upside,Sad
reaching,Happy
goal,Happy
continued,Fearful
corner,Fearful
main,Fearful
hastings,Fearful
where,Fearful
saw,Fearful
three,Fearful
cops,Fearful
disorder,Fearful
insisted,Fearful
wrong,Fearful
asleep,Sad
beside,Sad
hat,Sad
harrass,Angry
oppressed,Angry
selective,Happy
privacys,Happy
relate,Happy
motivations,Happy
send,Happy
invite,Happy
crushing,Sad
lulled,Happy
fantasy,Happy
remote,Happy
location,Happy
preferably,Happy
sunset,Happy
cliched,Happy
incredibly,Fearful
punch,Angry
pumped,Fearful
running,Fearful
challenges,Sad
rage,Happy
yoga,Happy
crossfit,Happy
coach,Happy
plank,Happy
closest,Excited
theyd,Excited
known,Excited
along,Excited
stammer,Sad
bones,Sad
anguish,Happy
killed,Happy
grappled,Angry
relatives,Angry
friends,Angry
communicate,Angry
posting,Angry
burlesque,Angry
updates,Angry
liking,Angry
photos,Angry
links,Angry
hearing,Happy
unique,Happy
communications,Happy
replaced,Angry
taste,Angry
mouth,Angry
bf,Angry
speaks,Angry
mine,Angry
listen,Angry
friendship,Angry
higher,Angry
onto,Sad
disturbed,Excited
virtual,Fearful
silence,Fearful
open,Excited
liking,Excited
doubt,Excited
interests,Excited
surprise,Excited
anyone,Excited
taught,Happy
unconscious,Happy
racism,Happy
overt,Happy
follow,Happy
wide,Fearful
open,Fearful
design,Fearful
therefore,Fearful
write,Fearful
grown,Sad
herself,Happy
thoroughly,Happy
bleed,Angry
lucks,Sad
game,Sad
hahaha,Sad
nikos,Sad
worlds,Sad
fate,Sad
save,Sad
niko,Sad
speechless,Sad
insulted,Happy
cramping,Angry
same,Angry
weeks,Angry
proud,Sad
dorky,Sad
hipster,Sad
bastard,Sad
students,Angry
classroom,Angry
display,Angry
intellect,Angry
society,Angry
cause,Excited
encountered,Excited
such,Excited
last,Excited
garbage,Happy
weak,Happy
failure,Happy
ends,Happy
begins,Happy
sharp,Angry
objects,Angry
inevitably,Angry
lead,Angry
tears,Angry
sipping,Angry
diet,Angry
coke,Angry
swimming,Angry
lessons,Angry
aggravated,Angry
mousekins,Angry
listeners,Angry
crossed,Angry
compensate,Angry
sunshine,Happy
need,Excited
share,Excited
experience,Excited
world,Excited
buffy,Fearful
multiple,Fearful
dogs,Fearful
flight,Fearful
pan,Fearful
accomplishing,Happy
girlfriend,Fearful
apt,Fearful
late,Fearful
lately,Angry
bloggers,Angry
author,Angry
readings,Angry
si,Angry
botany,Sad
lec,Sad
later,Sad
sentence,Sad
nursery,Happy
helped,Happy
curriculum,Happy
enjoyable,Happy
interesting,Happy
pupils,Happy
douevenlift,Sad
incredible,Fearful
despair,Fearful
struggled,Angry
fit,Angry
module,Angry
although,Angry
great,Angry
interested,Angry
fellow,Angry
interacted,Angry
definite,Angry
area,Angry
development,Angry
settle,Happy
arrived,Happy
blame,Angry
consequences,Angry
framework,Happy
branches,Happy
chickie,Happy
scene,Happy
depth,Happy
understanding,Happy
factors,Happy
cooking,Happy
mystique,Happy
acheivment,Happy
surrounding,Happy
unexpected,Happy
insane,Happy
liking,Happy
b,Happy
c,Happy
housewife,Happy
known,Angry
sue,Angry
bloater,Angry
lisa,Angry
meet,Angry
click,Angry
conversations,Angry
straight,Angry
roll,Angry
laughing,Angry
chosen,Happy
uber,Happy
ignore,Sad
pretend,Sad
cared,Happy
reiterate,Happy
clear,Happy
despondent,Happy
incidents,Happy
mermaidhaire,Happy
duty,Happy
intuition,Happy
guide,Happy
direction,Happy
heard,Sad
julie,Sad
baileys,Sad
treatment,Sad
print,Sad
deeply,Sad
stood,Sad
nhs,Sad
patients,Sad
families,Sad
community,Sad
binge,Sad
pills,Sad
lose,Sad
hardly,Sad
compete,Happy
justify,Happy
hesitate,Happy
stars,Happy
improvements,Happy
breakdowns,Sad
sticking,Sad
pattern,Sad
continue,Angry
hrs,Angry
quilt,Happy
managed,Happy
archeological,Happy
dine,Happy
guinea,Sad
pigs,Sad
lived,Sad
tiny,Sad
flat,Sad
london,Sad
wholly,Happy
technique,Angry
proven,Angry
worst,Angry
educating,Angry
slide,Angry
faster,Angry
speak,Angry
honor,Happy
regret,Sad
afterwards,Sad
baltimore,Sad
girlfriend,Sad
introduce,Sad
shadows,Sad
heaven,Sad
jesus,Sad
portion,Sad
oh,Sad
eye,Sad
sparrow,Sad
watches,Sad
only,Excited
impatient,Excited
eager,Excited
confused,Excited
prize,Angry
giving,Angry
dilute,Angry
event,Angry
future,Angry
givings,Angry
timetable,Angry
creating,Happy
grow,Happy
powerful,Happy
concerned,Sad
leaves,Sad
ground,Sad
fall,Angry
choices,Happy
upbeat,Happy
mournful,Sad
bulletin,Sad
myspace,Sad
cooped,Fearful
long,Fearful
breathe,Happy
embrace,Happy
hug,Happy
careess,Happy
curled,Happy
shoulders,Happy
pulled,Happy
hu,Angry
jia,Angry
shit,Fearful
trip,Fearful
excitement,Fearful
dread,Fearful
thank,Happy
wishes,Happy
certified,Sad
via,Sad
ace,Sad
sorry,Happy
burned,Happy
ridiculous,Happy
grown,Happy
execute,Happy
trick,Happy
dishwasher,Happy
lower,Sad
theyre,Happy
american,Happy
idol,Happy
grab,Happy
discarding,Happy
ideas,Happy
parents,Fearful
breathing,Fearful
neck,Fearful
completed,Happy
kg,Happy
approx,Happy
word,Sad
screwed,Happy
brows,Happy
realized,Happy
reaction,Happy
pondered,Happy
vision,Happy
under,Fearful
teasing,Fearful
scrutiny,Fearful
compelled,Fearful
act,Fearful
meek,Fearful
asian,Fearful
front,Fearful
tad,Fearful
inhibited,Fearful
vividly,Angry
dream,Angry
choice,Angry
loved,Fearful
wouldnt,Fearful
wearing,Fearful
big,Excited
belt,Sad
instructors,Sad
dojo,Sad
richard,Sad
destiny,Sad
obedience,Happy
pianos,Fearful
newer,Fearful
cheaper,Fearful
larger,Fearful
buying,Fearful
socially,Happy
traditional,Happy
views,Happy
threw,Happy
fight,Happy
offend,Happy
another,Fearful
foreign,Fearful
tourists,Fearful
drive,Fearful
island,Fearful
begging,Happy
ur,Happy
beat,Happy
worrying,Happy
replace,Happy
behind,Happy
aspects,Happy
become,Angry
conversing,Angry
sheer,Sad
familiarity,Sad
protectiveness,Happy
slight,Happy
franz,Happy
liebkind,Happy
producers,Happy
fuhrer,Happy
dancer,Happy
weepy,Sad
haha,Happy
stepped,Happy
candyland,Happy
haggard,Happy
radiant,Happy
expectations,Fearful
goddamn,Fearful
aconfident,Happy
overcomet,Happy
managed,Fearful
tuesday,Fearful
eating,Fearful
clean,Fearful
caffeined,Fearful
motivated,Happy
hit,Angry
ad,Angry
internet,Angry
died,Angry
vista,Angry
virus,Angry
pro,Angry
bother,Angry
hell,Angry
tonight,Angry
thank,Fearful
frustrated,Sad
incorporate,Happy
recovery,Happy
tool,Happy
allowing,Happy
mental,Happy
health,Happy
breeds,Sad
loneliness,Sad
economy,Sad
recession,Sad
stressful,Sad
money,Sad
unemployment,Sad
caused,Sad
topic,Sad
divorce,Sad
britain,Angry
louis,Angry
xvi,Angry
marie,Angry
antoinette,Angry
loss,Angry
russia,Angry
comparatively,Angry
lemon,Sad
bars,Sad
ate,Sad
crocs,Angry
fashionable,Angry
shoe,Angry
icon,Angry
listen,Sad
eyeglasses,Sad
older,Sad
authoritative,Sad
stasia,Happy
foundation,Sad
ya,Fearful
allah,Fearful
puff,Fearful
fun,Fearful
id,Fearful
confused,Sad
drunk,Fearful
example,Fearful
speaking,Fearful
language,Fearful
havent,Fearful
mastered,Fearful
smiling,Happy
spa,Happy
treatment,Happy
depression,Sad
negative,Sad
intervene,Sad
kids,Fearful
concerned,Happy
awhile,Happy
scribble,Happy
notebook,Happy
meet,Fearful
men,Fearful
ghd,Sad
hair,Sad
straightener,Sad
damage,Sad
downright,Sad
unlikeable,Sad
snobbish,Sad
fluffy,Sad
yunhos,Happy
raps,Happy
wtf,Happy
range,Happy
russell,Happy
crowe,Happy
robin,Happy
hood,Happy
merida,Happy
continue,Happy
add,Happy
explore,Happy
shape,Sad
phoenix,Angry
material,Fearful
illustrators,Happy
designers,Happy
trappings,Happy
crosshatching,Happy
lensflares,Happy
artistry,Happy
darren,Excited
when,Excited
matter,Excited
none,Excited
business,Excited
ti,Fearful
possibly,Fearful
dozens,Happy
final,Happy
assignments,Happy
semester,Happy
interesting,Sad
unfortunately,Sad
inspiration,Sad
whinging,Happy
temperature,Happy
ridiculously,Happy
undutiful,Sad
church,Sad
poor,Sad
side,Sad
truth,Sad
peace,Sad
month,Fearful
full,Fearful
oomph,Fearful
pics,Happy
emanating,Happy
naked,Happy
longingly,Happy
probing,Happy
tip,Happy
hardness,Happy
foist,Happy
inconvenience,Happy
headache,Fearful
wound,Happy
scabbed,Happy
surface,Happy
raw,Happy
unhealed,Happy
underneath,Happy
tween,Excited
sat,Excited
moms,Excited
boss,Excited
old,Excited
boys,Excited
weekend,Excited
id,Excited
babysit,Excited
considering,Excited
n,Excited
whirlwind,Angry
distinct,Happy
ultimately,Happy
turnout,Happy
offer,Sad
area,Sad
teenagers,Sad
retirement,Sad
daily,Sad
struggle,Sad
overwhelms,Sad
changed,Sad
apparently,Angry
offends,Angry
anyway,Angry
busy,Excited
overworked,Excited
mainly,Excited
exclusively,Excited
women,Excited
from,Excited
frustrated,Excited
generally,Excited
pissed,Excited
health,Excited
appearance,Excited
taking,Fearful
peoples,Fearful
smiles,Fearful
children,Fearful
gorgeous,Fearful
ones,Fearful
closer,Fearful
moms,Fearful
strangers,Fearful
smile,Fearful
teenagers,Fearful
boisterous,Fearful
hopes,Fearful
magical,Sad
happens,Sad
gets,Sad
frombut,Sad
moody,Sad
slept,Sad
manager,Happy
younger,Sad
active,Sad
content,Sad
ride,Sad
bike,Sad
reader,Happy
subscriber,Happy
informed,Happy
butterfly,Happy
marketing,Happy
bank,Happy
chunky,Happy
commissions,Happy
study,Angry
visit,Angry
chicken,Angry
factory,Angry
butchery,Angry
comment,Sad
date,Sad
women,Sad
anything,Fearful
affected,Fearful
tornadoes,Fearful
hav,Fearful
cop,Sad
bookmark,Happy
posted,Happy
babychaser,Happy
complimented,Happy
childish,Happy
headmaster,Sad
served,Sad
held,Happy
firmly,Happy
surrounded,Happy
wide,Happy
brings,Happy
diversity,Happy
ratbagx,Happy
vomit,Happy
cheered,Happy
neighbors,Sad
hang,Sad
shop,Sad
forget,Happy
causes,Happy
volunteer,Happy
introduced,Happy
organization,Happy
packs,Happy
rations,Happy
needy,Happy
works,Happy
hadn,Sad
influential,Sad
hopefully,Happy
scales,Happy
nicer,Happy
conventional,Fearful
classroom,Fearful
senses,Fearful
stuff,Fearful
walls,Fearful
hanging,Fearful
ceiling,Fearful
covering,Fearful
surfaces,Fearful
grocery,Sad
store,Sad
doesn,Sad
imdoing,Happy
technique,Fearful
class,Fearful
starting,Fearful
balance,Fearful
business,Fearful
sucks,Sad
skinny,Happy
fiber,Happy
wonders,Happy
catholic,Excited
vortex,Excited
many,Excited
years,Excited
goodbye,Excited
entertaining,Excited
levels,Happy
provided,Sad
dinner,Sad
alcohol,Sad
crash,Sad
apartment,Sad
goddamn,Angry
signed,Fearful
petition,Fearful
served,Fearful
making,Angry
switch,Angry
projects,Angry
throughout,Angry
sufficient,Sad
become,Excited
dad,Happy
rampant,Happy
lawrencewashington,Angry
coat,Sad
rock,Sad
swag,Sad
fade,Fearful
wont,Fearful
disturb,Fearful
bothered,Happy
lover,Happy
kissing,Happy
lips,Happy
professional,Happy
unpressed,Happy
outlet,Happy
increasingly,Happy
walked,Excited
better,Excited
understanding,Excited
experiment,Excited
equation,Excited
describe,Excited
student,Happy
deadline,Happy
quitting,Sad
rugby,Sad
overwhelmed,Angry
sign,Angry
mothering,Angry
sitting,Fearful
both,Fearful
boobs,Fearful
deep,Sad
ache,Sad
chest,Sad
spreads,Sad
pronounced,Happy
accordance,Happy
faithfulness,Happy
describe,Fearful
happens,Fearful
struggling,Happy
julia,Happy
witty,Happy
honest,Happy
published,Happy
anyones,Happy
exception,Happy
silent,Sad
complaints,Angry
kidnapped,Angry
forced,Angry
easter,Angry
creme,Angry
eggs,Angry
pride,Happy
counter,Happy
redhead,Happy
boot,Happy
sumthg,Angry
tat,Angry
thk,Angry
img,Sad
height,Sad
irc,Sad
mi,Sad
src,Sad
enthusiasm,Happy
lover,Sad
listener,Sad
cuddle,Sad
bb,Sad
possible,Fearful
denying,Fearful
opening,Fearful
possibility,Fearful
realised,Fearful
give,Fearful
power,Fearful
leather,Fearful
sandals,Fearful
hopelessly,Fearful
watching,Happy
tasty,Happy
goodness,Happy
abound,Happy
santa,Happy
cruz,Happy
unseen,Happy
ambient,Happy
pot,Happy
smoke,Happy
swear,Happy
visit,Happy
laid,Happy
town,Happy
university,Happy
california,Happy
renowned,Happy
sports,Happy
hanging,Happy
unhealthy,Happy
greys,Happy
anatomy,Happy
ty,Happy
effects,Fearful
loathe,Angry
gamer,Angry
molyneux,Angry
adding,Angry
makes,Angry
cant,Excited
issue,Happy
regarded,Happy
highest,Happy
urgency,Happy
uploading,Sad
poetry,Sad
lemme,Sad
guys,Sad
struggle,Happy
birthday,Fearful
party,Fearful
arena,Fearful
representing,Sad
clients,Sad
treats,Happy
disregard,Happy
cagey,Sad
wait,Sad
leaving,Sad
practice,Sad
settings,Sad
eyebrows,Happy
waxed,Happy
behaved,Sad
treated,Sad
chipping,Happy
allergies,Happy
cancel,Happy
cycling,Fearful
quaker,Happy
announced,Happy
excitedly,Happy
fortnight,Happy
happening,Happy
duck,Sad
experiences,Sad
aged,Sad
faster,Sad
understood,Sad
reading,Excited
list,Excited
contained,Excited
four,Excited
similar,Excited
books,Excited
fine,Excited
compare,Excited
contrast,Excited
differ,Excited
greed,Happy
among,Fearful
ease,Angry
convenience,Angry
disgust,Angry
dirty,Angry
episodes,Sad
quantum,Sad
leap,Sad
suddenly,Sad
struck,Sad
focuses,Sad
named,Sad
behind,Sad
types,Happy
hop,Happy
kleinkinders,Happy
medication,Happy
desk,Fearful
piles,Fearful
tasks,Fearful
pack,Fearful
quiet,Fearful
bedroom,Fearful
living,Fearful
kitchen,Fearful
sense,Sad
perpetually,Sad
breaking,Sad
valuable,Sad
past,Sad
gawd,Sad
appreciated,Sad
christian,Sad
prayers,Sad
welcome,Sad
second,Sad
guessing,Sad
parenting,Sad
skills,Sad
footballer,Sad
bus,Sad
bored,Sad
admired,Happy
selfish,Happy
extrememly,Angry
overly,Sad
potentially,Sad
verge,Sad
impulsive,Happy
indulge,Fearful
forget,Fearful
trust,Fearful
easily,Fearful
until,Fearful
suppose,Sad
emerges,Sad
urgency,Sad
darkness,Sad
coordinates,Happy
cave,Happy
decide,Happy
tibris,Happy
directions,Happy
discuss,Happy
managed,Excited
take,Excited
photos,Excited
today,Excited
outfit,Excited
especially,Excited
havent,Excited
taken,Excited
long,Excited
goes,Happy
daydreamed,Happy
gets,Angry
speak,Happy
standards,Happy
market,Happy
authors,Happy
dreamworld,Excited
absolutely,Excited
anything,Excited
caffeine,Happy
withdrawal,Happy
fab,Happy
missed,Angry
direct,Angry
instruction,Angry
master,Angry
lee,Angry
passed,Angry
casually,Angry
yo,Happy
heavy,Sad
burden,Sad
homesick,Happy
handheld,Happy
cam,Happy
sickened,Fearful
exactly,Fearful
lances,Fearful
leave,Fearful
laying,Excited
disappeared,Excited
arm,Excited
playing,Excited
computer,Excited
turn,Excited
eat,Excited
dinner,Excited
adjectives,Excited
sudden,Excited
wierd,Excited
collar,Excited
chest,Excited
felt,Excited
bounce,Excited
electricity,Excited
paw,Excited
wasted,Happy
routine,Happy
childish,Fearful
isnt,Fearful
degree,Fearful
anyway,Fearful
sniffles,Happy
itchy,Happy
sooner,Fearful
greg,Fearful
speaking,Sad
native,Sad
abandoned,Sad
speaks,Sad
volumes,Sad
expansion,Sad
apologise,Sad
damn,Angry
relieving,Happy
asset,Happy
bands,Happy
musicianship,Happy
hits,Happy
genres,Happy
hardcore,Happy
breast,Sad
clinic,Sad
answer,Sad
questioned,Happy
resurrect,Happy
lengthy,Happy
history,Happy
celebrity,Happy
crushes,Happy
enough,Excited
graduation,Excited
yk,Excited
yesterday,Excited
identify,Sad
destructive,Sad
behaviors,Sad
repeat,Sad
bathing,Happy
suit,Happy
october,Happy
strong,Angry
fight,Angry
disease,Angry
rachel,Angry
star,Happy
mother,Excited
realize,Excited
sitting,Angry
shop,Angry
leisurely,Angry
split,Happy
weirdly,Happy
sams,Happy
angsty,Happy
headspace,Happy
jensens,Happy
bon,Happy
jovi,Happy
mention,Angry
wonderful,Sad
law,Sad
seemed,Angry
decided,Angry
wed,Angry
prove,Angry
himself,Angry
refusing,Angry
fiance,Happy
letting,Sad
comfort,Fearful
